customer_id,recommended_action,action_reason,clv_category,risk_category,expected_clv_12m
C101731,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,377.05
C101732,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,461682.77
C101733,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (1.2/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Low,41444.77
C101734,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7293.39
C101735,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,346.91
C101736,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,123393.78
C101737,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,188610.07
C101738,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,4277.8
C101739,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,379960.23
C101740,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,53782.27
C101741,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7412.46
C101742,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,166713.13
C101743,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,420.46
C101744,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3566.95
C101745,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,283691.39
C101746,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,9591.82
C101747,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,207794.45
C101748,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7112.67
C101749,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.2/5) -- prioritize a service-recovery touchpoint before any commercial offer.,Medium,Medium,21047.71
C101750,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,55452.36
C101751,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,48361.67
C101752,CROSS_SELL,Purchases across 12 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,29497.34
C101753,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,982.53
C101754,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,896632.8
C101755,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,856.41
C101756,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,564343.94
C101757,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,214831.31
C101758,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,7296.21
C101759,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,24986.35
C101760,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,117448.05
C101761,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,1000074.09
C101762,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,257725.66
C101763,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,466242.04
C101764,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,584219.36
C101765,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,8276.3
C101766,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,14676.53
C101767,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,181896.22
C101768,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3142.35
C101769,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,161432.66
C101770,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,13000.11
C101771,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,390.87
C101772,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,103741.71
C101773,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,113601.65
C101774,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,335597.85
C101775,CROSS_SELL,Purchases across 12 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,High,Medium,67427.99
C101776,NO_ACTION,No urgent signal in either direction -- monitor at next review cycle.,Medium,Medium,10653.91
C101777,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,21243.52
C101778,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,247559.25
C101779,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,319731.95
C101780,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,672.45
C101781,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,213343.92
C101783,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Medium,High,17700.19
C101784,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,634265.55
C101785,PREMIUM_SUPPORT,Elevated complaint history / low satisfaction score (2.0/5) -- prioritize a service-recovery touchpoint before any commercial offer.,High,Medium,46262.99
C101786,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,447585.61
C101787,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,431824.99
C101788,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,149818.35
C101790,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3641.94
C101791,CROSS_SELL,Purchases across 9 categories with moderate engagement -- a cross-sell nudge into an adjacent category is likely to land.,Medium,Medium,23638.54
C101792,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,663034.55
C101793,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",Very High,Low,536518.3
C101794,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,429.56
C101795,REACTIVATION,Low CLV and high churn risk -- a low-cost automated reactivation campaign is more cost-effective than a high-touch retention effort for this segment.,Low,High,3219.64
C101796,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,62962.8
C101797,LOYALTY_REWARD,"High CLV, low churn risk -- reward loyalty to reinforce the relationship and unlock referral / advocacy potential.",High,Low,93360.51
